Start Date (in UTC),Account Name,Currency,Campaign Group ID,Campaign Group Name,Campaign Group Status,Campaign Group Start Date,Campaign ID,Campaign Name,Campaign Objective,Campaign Type,Campaign Status,Cost Type,Daily Budget,Total Budget,Campaign Start Date,Campaign End Date,Creative Name,Ad ID,Creative Status,Ad Introduction Text,Ad Headline,Ad Line,Click URL,Sponsored Update Type,DSC Name,Video Length (in Seconds),Total Spent,Impressions,Clicks,Click Through Rate,Average CPM,Average CPC,Reactions,Comments,Shares,Follows,Other Clicks,Total Social Actions,Total Engagements,Engagement Rate,Viral Impressions,Viral Clicks,Viral Reactions,Viral Comments,Viral Shares,Viral Follows,Viral Other Clicks,Conversions,Post-Click Conversions,View-Through Conversions,Conversion Rate,Cost per Conversion,Total Conversion Value,Return on Ad Spend,Viral Conversions,Viral Post-Click Conversions,Viral View-Through Conversions,Leads,Lead Forms Opened,Lead Form Completion Rate,Cost per Lead,Video Plays,Video Views,Video View Rate,Video Views at 25%,Video Views at 50%,Video Views at 75%,Video Completions,Video Completion Rate,Full Screen Plays,eCPV,Viral Video Plays,Viral Video Views,Viral Video Views at 25%,Viral Video Views at 50%,Viral Video Views at 75%,Viral Video Completions,Viral Video Completion Rate,Viral Video Full Screen Plays,Reach,Average Frequency,"Cost per 1,000 People Reached",Event Registrations,Click Event Registrations,View Event Registrations,Viral Event Registrations,Viral Click Event Registrations,Viral View Event Registrations,Clicks to Landing Page,Clicks to LinkedIn Page,Leads (Work Email),Lead Form Completion Rate (Work Email),Cost Per Lead (Work Email),Campaign Group End Date,Campaign Group Total Budget
10/15/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,57.01,334,7,2.096%,170.69,8.14,0,0,0,0,0,0,7,2.096%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7,0,0,0%,0.0,,
10/16/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,45.01,385,4,1.039%,116.92,11.25,0,0,0,0,0,0,4,1.039%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,0,0%,0.0,,
10/17/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,61.4,869,8,0.921%,70.65,7.67,0,0,0,0,0,0,8,0.921%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,8,0,0,0%,0.0,,
10/18/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,17.68,675,3,0.444%,26.19,5.89,0,0,0,0,0,0,3,0.444%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,0,0%,0.0,,
10/19/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,30.32,957,6,0.627%,31.68,5.05,0,0,0,0,0,0,6,0.627%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,6,0,0,0%,0.0,,
10/20/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,68.64,226,7,3.097%,303.71,9.81,0,0,0,0,0,0,7,3.097%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7,0,0,0%,0.0,,
10/21/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,38.44,1160,6,0.517%,33.13,6.41,0,0,0,0,0,0,6,0.517%,0,0,0,0,0,0,0,1,1,0,16.667%,38.44,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0%,0.0,,
10/22/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,44.61,528,5,0.947%,84.49,8.92,0,0,0,0,0,0,5,0.947%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5,0,0,0%,0.0,,
10/23/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,38.67,478,4,0.837%,80.90,9.67,0,0,0,0,0,0,4,0.837%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,0,0%,0.0,,
10/24/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,24.8,728,5,0.687%,34.06,4.96,0,0,0,0,0,0,5,0.687%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5,0,0,0%,0.0,,
10/25/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,54.31,172,3,1.744%,315.73,18.1,0,0,0,0,0,0,3,1.744%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,0,0%,0.0,,
10/26/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,59.72,623,4,0.642%,95.86,14.93,0,0,0,0,0,0,4,0.642%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,0,0%,0.0,,
10/27/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,27.78,1132,4,0.353%,24.54,6.95,0,0,0,0,0,0,4,0.353%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,0,0%,0.0,,
10/28/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,18.69,57,2,3.509%,327.81,9.34,0,0,0,0,0,0,2,3.509%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,0%,0.0,,
10/29/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,12.96,257,3,1.167%,50.44,4.32,0,0,0,0,0,0,3,1.167%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,0,0%,0.0,,
10/30/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,28.85,175,5,2.857%,164.83,5.77,0,0,0,0,0,0,5,2.857%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5,0,0,0%,0.0,,
10/31/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,84.11,321,10,3.115%,262.04,8.41,0,0,0,0,0,0,10,3.115%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,10,0,0,0%,0.0,,
11/1/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,37.92,599,4,0.668%,63.31,9.48,0,0,0,0,0,0,4,0.668%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,0,0%,0.0,,
11/2/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,43.48,263,5,1.901%,165.32,8.7,0,0,0,0,0,0,5,1.901%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5,0,0,0%,0.0,,
11/3/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,11.48,629,1,0.159%,18.25,11.48,0,0,0,0,0,0,1,0.159%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0%,0.0,,
11/4/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,17.53,316,1,0.316%,55.47,17.53,0,0,0,0,0,0,1,0.316%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0%,0.0,,
11/5/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,40.69,629,4,0.636%,64.70,10.17,0,0,0,0,0,0,4,0.636%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,0,0%,0.0,,
11/6/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,0.0,478,0,0%,0.00,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0.0,,
11/7/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,5.97,155,1,0.645%,38.51,5.97,0,0,0,0,0,0,1,0.645%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0%,0.0,,
11/8/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,66.5,680,9,1.324%,97.79,7.39,0,0,0,0,0,0,9,1.324%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,9,0,0,0%,0.0,,
11/9/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,45.24,955,5,0.524%,47.37,9.05,0,0,0,0,0,0,5,0.524%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5,0,0,0%,0.0,,
11/10/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,17.07,1026,3,0.292%,16.64,5.69,0,0,0,0,0,0,3,0.292%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,0,0%,0.0,,
11/11/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,44.34,1154,6,0.52%,38.43,7.39,0,0,0,0,0,0,6,0.52%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,6,0,0,0%,0.0,,
11/12/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,26.28,736,4,0.543%,35.71,6.57,0,0,0,0,0,0,4,0.543%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,0,0%,0.0,,
11/13/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,41.92,1621,6,0.37%,25.86,6.99,0,0,0,0,0,0,6,0.37%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,6,0,0,0%,0.0,,
11/14/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,12.95,1299,4,0.308%,9.97,3.24,0,0,0,0,0,0,4,0.308%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,0,0%,0.0,,
11/15/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,61.12,2146,9,0.419%,28.48,6.79,0,0,0,0,0,0,9,0.419%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,9,0,0,0%,0.0,,
11/16/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,31.93,2815,6,0.213%,11.34,5.32,0,0,0,0,0,0,6,0.213%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,6,0,0,0%,0.0,,
11/17/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,49.18,1665,7,0.42%,29.54,7.03,0,0,0,0,0,0,7,0.42%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7,0,0,0%,0.0,,
11/18/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,86.6,1571,9,0.573%,55.13,9.62,0,0,0,0,0,0,9,0.573%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,9,0,0,0%,0.0,,
11/19/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,31.5,1246,5,0.401%,25.28,6.3,0,0,0,0,0,0,5,0.401%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5,0,0,0%,0.0,,
11/20/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,32.98,954,6,0.629%,34.57,5.5,0,0,0,0,0,0,6,0.629%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,6,0,0,0%,0.0,,
11/21/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,0.0,293,0,0%,0.00,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0.0,,
